IMDB_Rating,Meta_score,Gross
8.1,57.0,13782838.0
8.1,47.0,22244207.0
8.1,79.0,23530892.0
8.1,100.0,4971340.0
8.1,84.0,32868943.0
8.1,78.0,23530892.0
8.1,77.0,20045115.0
8.1,86.0,48979328.0
8.1,70.0,117235247.0
8.1,83.0,23530892.0
8.1,89.0,23530892.0
8.1,79.0,177345.0
8.1,92.0,29000000.0
8.1,77.0,30933743.0
8.1,79.0,1742348.0
8.1,90.0,23530892.0
8.1,79.0,39481.0
8.1,92.0,16217773.0
8.1,86.0,23530892.0
8.1,79.0,102021.0
8.1,96.0,55908.0
8.1,79.0,23530892.0
8.1,75.0,4050000.0
8.1,79.0,23530892.0
8.1,94.0,23530892.0
8.1,79.0,23530892.0
8.1,79.0,1526000.0
8.1,75.0,23530892.0
8.1,79.0,23530892.0
8.1,90.0,74700000.0
8.1,79.0,23530892.0
8.1,79.0,752045.0
8.1,79.0,23530892.0
8.1,87.0,44908000.0
8.1,91.0,9600000.0
8.1,85.0,23530892.0
8.1,72.0,3969893.0
8.1,79.0,23530892.0
8.1,97.0,449191.0
8.1,79.0,10900000.0
